blizzardId;monture;source;extension;patch;Difficulty;statutLocalisation;Mots clés;nombreCandidates;primaryLocationRef;cheminRetenu;candidateRefs;cheminsCandidates
899;Ver abyssal;Butin;legion;7.2;;no_candidate;;0;;;;
900;Tortue de guerre vicieuse;à définir;à définir;à définir;;no_candidate;;0;;;;
901;Tortue de guerre vicieuse;à définir;à définir;à définir;;no_candidate;;0;;;;
905;Tapis volant tellurique;Réputation;legion;7.2;;no_candidate;;0;;;;
906;Raie de mana sombrespore;Butin;legion;7.3;;auto_assigned_unique_candidate;;1;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus
926;Hyène d’albâtre;Réputation;bfa;8.0;;auto_assigned_unique_candidate;;1;wowhead-zone:8501;Azeroth > Zandalar > Vol’dun;wowhead-zone:8501;Azeroth > Zandalar > Vol’dun
928;Charognard des dunes;à définir;à définir;à définir;;no_candidate;;0;;;;
930;Destrier du courroux sulfureux de seigneur du Néant;Quête;legion;7.2;;no_candidate;;0;;;;
931;Destrier du courroux maudit de seigneur du Néant;Quête;legion;7.2;;auto_assigned_unique_candidate;;1;wowhead-zone:7543;Azeroth > Îles Brisées > Rivage Brisé;wowhead-zone:7543;Azeroth > Îles Brisées > Rivage Brisé
932;Exossature sancteforge;Réputation;legion;7.3;;auto_assigned_unique_candidate;;1;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus
933;Krolusk d’obsidienne;Haut-fait;bfa;8.0;;no_candidate;;0;;;;
934;Hippogriffe spectral rapide;à définir;à définir;à définir;;no_candidate;;0;;;;
935;Char de guerre qiraji bleu;à définir;à définir;à définir;;no_candidate;;0;;;;
936;Char de guerre qiraji rouge;à définir;à définir;à définir;;no_candidate;;0;;;;
937;Char de guerre qiraji noir;à définir;à définir;à définir;;no_candidate;;0;;;;
939;Foule-ruines sable;Réputation;legion;7.3;;auto_assigned_unique_candidate;;1;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus
941;Noble-bois de Haut-Roc;Réputation;legion;7.2;;auto_assigned_unique_candidate;;1;wowhead-zone:7503;Azeroth > Îles Brisées > Haut-Roc;wowhead-zone:7503;Azeroth > Îles Brisées > Haut-Roc
942;Courserêve sauvage;Réputation;legion;7.2;;auto_assigned_unique_candidate;;1;wowhead-zone:7558;Azeroth > Îles Brisées > Val’sharah;wowhead-zone:7558;Azeroth > Îles Brisées > Val’sharah
943;Hippogriffe nuelle;Réputation;legion;7.2;;auto_assigned_unique_candidate;;1;wowhead-zone:7334;Azeroth > Îles Brisées > Azsuna;wowhead-zone:7334;Azeroth > Îles Brisées > Azsuna
944;Aile-tempête valarjar;Réputation;legion;7.2;;auto_assigned_unique_candidate;;1;wowhead-zone:7541;Azeroth > Îles Brisées > Tornheim;wowhead-zone:7541;Azeroth > Îles Brisées > Tornheim
945;Renard de guerre vicieux;à définir;à définir;à définir;;no_candidate;;0;;;;
946;Renard de guerre vicieux;à définir;à définir;à définir;;no_candidate;;0;;;;
947;Ver énigmatique de l’esprit;Secret;legion;7.2;;no_candidate;;0;;;;
948;Dragon des tempêtes du gladiateur démoniaque;Retiré;legion;7.3.5;;no_candidate;;0;;;;
949;Cherchétoile lumineux;Boutique;legion;7.3;;no_candidate;;0;;;;
954;Ur’zul entravé;Butin;legion;7.3;;no_candidate;;0;;;;
955;Vil indomptable;Butin;legion;7.3;;manually_assigned;;2;wowhead-zone:8899;Azeroth > Îles Brisées > Argus > Étendues Antoréennes;manual-location:broken-isles:argus | wowhead-zone:8899;Azeroth > Îles Brisées > Argus | Azeroth > Îles Brisées > Argus > Étendues Antoréennes
956;Cherche-veine sauteur;à définir;à définir;à définir;;no_candidate;;0;;;;
958;Pterreurdaile spectral;Réputation;bfa;8.2;;auto_assigned_unique_candidate;;1;wowhead-zone:8499;Azeroth > Zandalar > Zuldazar;wowhead-zone:8499;Azeroth > Zandalar > Zuldazar
959;Traque-ciel de Hurlevent;Retiré;legion;7.3;;no_candidate;;0;;;;
960;Intercepteur d’Orgrimmar;Retiré;legion;7.3;;no_candidate;;0;;;;
961;Cauchemar lucide;Secret;legion;7.3;;no_candidate;;0;;;;
962;Dirigeable de Sombrelune;Vendeur;legion;7.3;;no_candidate;;0;;;;
963;Crogg gorgé de sang;Haut-fait;bfa;8.0;;no_candidate;;0;;;;
964;Foule-ruines améthyste;Réputation;legion;7.3;;auto_assigned_unique_candidate;;1;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus
965;Foule-ruines céruléen;Réputation;legion;7.3;;auto_assigned_unique_candidate;;1;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus
966;Foule-ruines béryl;Réputation;legion;7.3;;auto_assigned_unique_candidate;;1;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus
967;Foule-ruines acajou;Réputation;legion;7.3;;auto_assigned_unique_candidate;;1;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus
968;Foule-ruines brun-roux;Réputation;legion;7.3;;auto_assigned_unique_candidate;;1;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus
970;Foule-chaos affolé;Butin;legion;7.3;;auto_assigned_unique_candidate;;1;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus
971;Molosse embrasé antoréen;Butin;legion;7.3;;auto_assigned_unique_candidate;;1;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus
972;Molosse ombreux antoréen;Haut-fait;legion;7.3;;no_candidate;;0;;;;
973;Raie de mana diaprée;Butin;legion;7.3;;auto_assigned_unique_candidate;;1;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus
974;Raie de mana éclatante;Butin;legion;7.3;;auto_assigned_unique_candidate;;1;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus
975;Raie de mana gangreluisante;Butin;legion;7.3;;auto_assigned_unique_candidate;;1;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus
976;Raie de mana scintillante;Butin;legion;7.3;;auto_assigned_unique_candidate;;1;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus
978;Aile-ensorcelée pourpre;à définir;à définir;à définir;;no_candidate;;0;;;;
979;Gueule-écumante cramoisie;Butin;legion;7.3;;manually_assigned;;2;wowhead-zone:8899;Azeroth > Îles Brisées > Argus > Étendues Antoréennes;manual-location:broken-isles:argus | wowhead-zone:8899;Azeroth > Îles Brisées > Argus | Azeroth > Îles Brisées > Argus > Étendues Antoréennes
980;Crache-acide;Butin;legion;7.3;;auto_assigned_unique_candidate;;1;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus
981;Grince-dents caustique;Butin;legion;7.3;;manually_assigned;;2;wowhead-zone:8899;Azeroth > Îles Brisées > Argus > Étendues Antoréennes;manual-location:broken-isles:argus | wowhead-zone:8899;Azeroth > Îles Brisées > Argus | Azeroth > Îles Brisées > Argus > Étendues Antoréennes
982;Ortie d’eau douce;Pêche;legion;7.3;;auto_assigned_unique_candidate;;1;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus
983;Gangrebroyeur glorieux;Réputation;legion;7.3;;auto_assigned_unique_candidate;;1;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus
984;Gangrebroyeur béni;Réputation;legion;7.3;;auto_assigned_unique_candidate;;1;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus
985;Gangrebroyeur vengeur;Réputation;legion;7.3;;auto_assigned_unique_candidate;;1;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus
986;Foule-ruines sabot-morne;Haut-fait;legion;7.3;;auto_assigned_unique_candidate;;1;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus;manual-location:broken-isles:argus;Azeroth > Îles Brisées > Argus
993;Caquet;Exploration des îles;bfa;8.0;;no_candidate;;0;;;;
994;Plumocéan royal;Vendeur;dragonflight;10.2.6;;no_candidate;;0;;;;
995;Jacasse;à définir;à définir;à définir;;no_candidate;;0;;;;
996;Étalon crin-de-mer;Boutique;legion;7.3.5;;no_candidate;;0;;;;
997;Ravasaure doré;Boutique;legion;7.3.5;;no_candidate;;0;;;;
999;Tout-terrain Xiwyllag;Métier;bfa;8.2;;no_candidate;;0;;;;
1006;Gangrebroyeur sancteforge;Haut-fait;bfa;8.0;;no_candidate;;0;;;;
1007;Sabot-tonnerre de Haut-Roc;Haut-fait;bfa;8.0;;no_candidate;;0;;;;
1008;Sabre-de-mana sacrenuit;Haut-fait;bfa;8.0;;no_candidate;;0;;;;
1009;Trotteur du Vide astral;Haut-fait;bfa;8.0;;no_candidate;;0;;;;
1010;Étalon de l’amirauté;Réputation;bfa;8.0;;auto_assigned_unique_candidate;;1;wowhead-zone:8567;Azeroth > Kul Tiras > Rade de Tiragarde;wowhead-zone:8567;Azeroth > Kul Tiras > Rade de Tiragarde
1011;Shu Zen, la sentinelle divine;Boutique;legion;à définir;;no_candidate;;0;;;;
1012;Bondisseuse des marais verte;Vendeur;bfa;8.1;;auto_assigned_unique_candidate;;1;wowhead-zone:8500;Azeroth > Zandalar > Nazmir;wowhead-zone:8500;Azeroth > Zandalar > Nazmir
1013;Butineuse dos-de-miel;Quête;bfa;8.2.5;;auto_assigned_unique_candidate;;1;wowhead-zone:9042;Azeroth > Kul Tiras > Vallée Chantorage;wowhead-zone:9042;Azeroth > Kul Tiras > Vallée Chantorage
1015;Gris truité;Réputation;bfa;8.0;;auto_assigned_unique_candidate;;1;wowhead-zone:9042;Azeroth > Kul Tiras > Vallée Chantorage;wowhead-zone:9042;Azeroth > Kul Tiras > Vallée Chantorage
1016;Destrier anthracite;Réputation;bfa;8.0;;auto_assigned_unique_candidate;;1;wowhead-zone:8721;Azeroth > Kul Tiras > Drustvar;wowhead-zone:8721;Azeroth > Kul Tiras > Drustvar
1018;Mule de bât terrifiée;à définir;à définir;à définir;;no_candidate;;0;;;;
1019;Crin d’or;Butin;bfa;8.0;;auto_assigned_unique_candidate;;1;wowhead-zone:9042;Azeroth > Kul Tiras > Vallée Chantorage;wowhead-zone:9042;Azeroth > Kul Tiras > Vallée Chantorage
1025;Conscience collective;Secret;bfa;8.1;;no_candidate;;0;;;;
1026;Basilic de guerre vicieux;à définir;à définir;à définir;;no_candidate;;0;;;;
1027;Basilic de guerre vicieux;à définir;à définir;à définir;;no_candidate;;0;;;;
1028;Méca-nabab Mod. II;Ingénierie;bfa;8.0;;no_candidate;;0;;;;
1030;Proto-drake du gladiateur menaçant;Retiré;bfa;8.0;;no_candidate;;0;;;;
1031;Proto-drake du gladiateur sinistre;Retiré;bfa;8.1;;no_candidate;;0;;;;
1032;Proto-drake violet du gladiateur notoire;à définir;à définir;à définir;;no_candidate;;0;;;;
1035;Proto-drake du gladiateur corrompu;Retiré;bfa;8.3;;no_candidate;;0;;;;
1038;Navrecorne zandalari;Haut-fait;bfa;8.1.5;;no_candidate;;0;;;;
1039;Brutosaure de caravane puissant;Vendeur;bfa;8.0;;no_candidate;;0;;;;
1040;Traqueur des tombes;à définir;à définir;à définir;;no_candidate;;0;;;;
1042;Albatros bourbeux;Vendeur;bfa;8.1;;no_candidate;;0;;;;
1043;Kua’fon;Quête;bfa;8.0;;no_candidate;;0;;;;
1044;Loup redoutable mag’har;Haut-fait;bfa;8.0;;no_candidate;;0;;;;
1045;Sabot-fourchu de guerre vicieux;PvP coté;bfa;8.0;;no_candidate;;0;;;;
1046;Bélier sombreforge;Divers;bfa;8.0;;no_candidate;;0;;;;
1047;Bélier forgelaube;Divers;bfa;8.0;;no_candidate;;0;;;;
1048;Chien du magma sombrefer;Haut-fait;bfa;8.0;;no_candidate;;0;;;;
1049;Chauve-souris pestiférée de Fossoyeuse;Retiré;bfa;8.0;;no_candidate;;0;;;;
1050;Potamodonte de guerre vicieux;PvP coté;bfa;8.0;;no_candidate;;0;;;;
1051;Le Noirsillage;Comptoir;bfa;8.0;;no_candidate;;0;;;;
1053;Crogg des tréfonds Putrides;Butin;bfa;8.0;;auto_assigned_unique_candidate;;1;wowhead-zone:8525;Azeroth > Royaumes de l'Est > Les tréfonds Putrides;wowhead-zone:8525;Azeroth > Royaumes de l'Est > Les tréfonds Putrides
1054;Hippogriffe de Teldrassil;à définir;à définir;à définir;;no_candidate;;0;;;;
1057;Serpent de sang de Nazjatar;Secret;bfa;8.0;;auto_assigned_unique_candidate;;1;wowhead-zone:9042;Azeroth > Kul Tiras > Vallée Chantorage;wowhead-zone:9042;Azeroth > Kul Tiras > Vallée Chantorage
1058;Pterreurdactyle cobalt;Réputation;bfa;8.0;;auto_assigned_unique_candidate;;1;wowhead-zone:8499;Azeroth > Zandalar > Zuldazar;wowhead-zone:8499;Azeroth > Zandalar > Zuldazar
1059;Traqueur des marais capturé;Réputation;bfa;8.2;;auto_assigned_unique_candidate;;1;wowhead-zone:8500;Azeroth > Zandalar > Nazmir;wowhead-zone:8500;Azeroth > Zandalar > Nazmir
1060;Rase-dunes volduni;Réputation;bfa;8.2;;auto_assigned_unique_candidate;;1;wowhead-zone:8501;Azeroth > Zandalar > Vol’dun;wowhead-zone:8501;Azeroth > Zandalar > Vol’dun
1061;Grouillante de sang de l’Expédition;Réputation;bfa;8.0;;auto_assigned_unique_candidate;;1;wowhead-zone:8500;Azeroth > Zandalar > Nazmir;wowhead-zone:8500;Azeroth > Zandalar > Nazmir
1062;Griffon sombre des Malvoie;Réputation;bfa;8.2;;auto_assigned_unique_candidate;;1;wowhead-zone:8721;Azeroth > Kul Tiras > Drustvar;wowhead-zone:8721;Azeroth > Kul Tiras > Drustvar
1063;Garde-côte chantorage;Réputation;bfa;8.2;;auto_assigned_unique_candidate;;1;wowhead-zone:9042;Azeroth > Kul Tiras > Vallée Chantorage;wowhead-zone:9042;Azeroth > Kul Tiras > Vallée Chantorage
1064;Éclaireur des mers des Portvaillant;Réputation;bfa;8.2;;auto_assigned_unique_candidate;;1;wowhead-zone:8567;Azeroth > Kul Tiras > Rade de Tiragarde;wowhead-zone:8567;Azeroth > Kul Tiras > Rade de Tiragarde
1166;Raie de la Grande mer;Pêche;bfa;8.0;;no_candidate;;0;;;;
1167;Infernal givréclat;à définir;à définir;à définir;;no_candidate;;0;;;;
1168;Deckstrier flamboyant;Inconnu;dragonflight;10.2.5;;no_candidate;;0;;;;
1169;Méduse des vagues;Exploration des îles;bfa;8.0;;no_candidate;;0;;;;
1172;Falcilusk du conquérant;Haut-fait;bfa;8.0;;no_candidate;;0;;;;
1173;Mustang des hautes-terres dressé;Butin;bfa;8.0;;auto_assigned_unique_candidate;;1;wowhead-zone:45;Azeroth > Royaumes de l'Est > Hautes-terres Arathies;wowhead-zone:45;Azeroth > Royaumes de l'Est > Hautes-terres Arathies
1174;Mustang des hautes-terres;Butin;bfa;8.0;;auto_assigned_unique_candidate;;1;wowhead-zone:45;Azeroth > Royaumes de l'Est > Hautes-terres Arathies;wowhead-zone:45;Azeroth > Royaumes de l'Est > Hautes-terres Arathies
1175;Vengeur du Crépuscule;Exploration des îles;bfa;8.0;;no_candidate;;0;;;;
1176;Bondisseur rochecorne;Exploration des îles;bfa;8.0;;no_candidate;;0;;;;
1178;Molosse éternel de Qinsho;Exploration des îles;bfa;8.0;;no_candidate;;0;;;;
1179;Navrecorne pâle;Vendeur;bfa;8.0;;no_candidate;;0;;;;
1180;Raptor albinos véloce;Butin;bfa;8.0;;auto_assigned_unique_candidate;;1;wowhead-zone:45;Azeroth > Royaumes de l'Est > Hautes-terres Arathies;wowhead-zone:45;Azeroth > Royaumes de l'Est > Hautes-terres Arathies
1182;P’tit âne;Butin;bfa;8.0;;auto_assigned_unique_candidate;;1;wowhead-zone:45;Azeroth > Royaumes de l'Est > Hautes-terres Arathies;wowhead-zone:45;Azeroth > Royaumes de l'Est > Hautes-terres Arathies
1183;Arrache-Crâne;Butin;bfa;8.0;;auto_assigned_unique_candidate;;1;wowhead-zone:45;Azeroth > Royaumes de l'Est > Hautes-terres Arathies;wowhead-zone:45;Azeroth > Royaumes de l'Est > Hautes-terres Arathies
1185;Redoutaile fanécorce;Butin;bfa;8.0;;auto_assigned_unique_candidate;;1;wowhead-zone:45;Azeroth > Royaumes de l'Est > Hautes-terres Arathies;wowhead-zone:45;Azeroth > Royaumes de l'Est > Hautes-terres Arathies
1190;Coursier purecœur;Haut-fait;bfa;8.0;;no_candidate;;0;;;;
1191;Gangreserre frénétique;Haut-fait;bfa;8.0;;no_candidate;;0;;;;
1192;Coursier sangreforge prestigieux;Haut-fait;bfa;8.0;;no_candidate;;0;;;;
1193;Chariot à viande;Promotion Blizzard;bfa;8.1;;no_candidate;;0;;;;
1194;Sabre de guerre blanc vicieux;PvP coté;bfa;8.3;;no_candidate;;0;;;;
1195;Sabre de guerre noir vicieux;PvP coté;bfa;8.1;;no_candidate;;0;;;;
1196;Cheval d’os noir vicieux;PvP coté;bfa;8.1;;no_candidate;;0;;;;
1197;Cheval d’os blanc vicieux;PvP coté;bfa;8.3;;no_candidate;;0;;;;
1198;Destrier de Kul Tiras;Haut-fait;bfa;8.1.5;;no_candidate;;0;;;;
1199;Patte-Noire;Butin;bfa;8.1;;auto_assigned_unique_candidate;;1;wowhead-zone:148;Azeroth > Kalimdor > Sombrivage;wowhead-zone:148;Azeroth > Kalimdor > Sombrivage
1200;Chimère d’Orneval;Butin;bfa;8.1;;auto_assigned_unique_candidate;;1;wowhead-zone:148;Azeroth > Kalimdor > Sombrivage;wowhead-zone:148;Azeroth > Kalimdor > Sombrivage
1201;Kodo effrayé;Butin;bfa;8.1;;auto_assigned_unique_candidate;;1;wowhead-zone:148;Azeroth > Kalimdor > Sombrivage;wowhead-zone:148;Azeroth > Kalimdor > Sombrivage
1203;Sabre-de-nuit acajou;Butin;bfa;8.1;;auto_assigned_unique_candidate;;1;wowhead-zone:148;Azeroth > Kalimdor > Sombrivage;wowhead-zone:148;Azeroth > Kalimdor > Sombrivage
1204;Sabre-de-nuit sable;Vendeur;bfa;8.3;;no_candidate;;0;;;;
1205;Sabre-de-nuit kaldorei;Butin;bfa;8.1;;auto_assigned_unique_candidate;;1;wowhead-zone:148;Azeroth > Kalimdor > Sombrivage;wowhead-zone:148;Azeroth > Kalimdor > Sombrivage
1206;Bondisseuse des marais bleue;Vendeur;bfa;8.1;;auto_assigned_unique_candidate;;1;wowhead-zone:8500;Azeroth > Zandalar > Nazmir;wowhead-zone:8500;Azeroth > Zandalar > Nazmir
1207;Bondisseuse des marais jaune;Vendeur;bfa;8.1;;auto_assigned_unique_candidate;;1;wowhead-zone:8500;Azeroth > Zandalar > Nazmir;wowhead-zone:8500;Azeroth > Zandalar > Nazmir
1208;Hippocampe marin;Vendeur;bfa;8.1;;no_candidate;;0;;;;
1209;Noble-bois peau-roche;Exploration des îles;bfa;8.1;;no_candidate;;0;;;;
1210;Aile de l’effroi assoiffée de sang;Vendeur;bfa;8.1;;no_candidate;;0;;;;
1211;Chasseuse gorgée de sang;Exploration des îles;bfa;8.1;;no_candidate;;0;;;;
1212;Écailles-de-tonnerre insulaire;Exploration des îles;bfa;8.1;;no_candidate;;0;;;;
1213;Jument ressuscitée;Exploration des îles;bfa;8.1;;no_candidate;;0;;;;
1214;Krolusk azurécaille;Vendeur;bfa;8.1;;no_candidate;;0;;;;
1215;Krolusk rubécaille;Vendeur;bfa;8.1;;no_candidate;;0;;;;
1216;Sabre-de-lune de prêtresse;Vendeur;bfa;8.1;;no_candidate;;0;;;;
1217;M.E.G.A.;Butin;bfa;8.1;;no_candidate;;0;;;;
1218;Saccage-vent de Dazar’alor;Haut-fait;bfa;8.1;;no_candidate;;0;;;;
1219;Vaguerage glaciaire;Butin;bfa;8.1;;no_candidate;;0;;;;
1220;Bruce;Retiré;bfa;8.1.5;;no_candidate;;0;;;;
1221;Gorus, cochon porte-bonheur;Boutique;bfa;8.1;;no_candidate;;0;;;;
1222;Familier vulpin;Boutique;bfa;8.1;;no_candidate;;0;;;;
1223;Rêveur sylvestre;Boutique;bfa;8.2;;no_candidate;;0;;;;
1224;Mervaile 2.0;Haut-fait;bfa;8.2;;no_candidate;;0;;;;
1225;Navrecorne de croisé;Divers;bfa;8.1.5;;no_candidate;;0;;;;
1227;Unité aérienne R-21/X;Butin;bfa;8.2;;no_candidate;;0;;;;
1229;Mécaraignée rouillée;Butin;bfa;8.2;;no_candidate;;0;;;;
1230;Raie des vagues des Affranchis;Réputation;bfa;8.2;;no_candidate;;0;;;;
1231;Raie des vagues ankoïenne;Réputation;bfa;8.2;;no_candidate;;0;;;;
1232;Raie boursouflée azshari;Haut-fait;bfa;8.2;;no_candidate;;0;;;;
1237;Mordragon royal;Réputation;bfa;8.2;;no_candidate;;0;;;;
1238;Carapateur claquedos;Haut-fait;bfa;8.2;;no_candidate;;0;;;;
1239;Mécanotigre X-995;à définir;à définir;à définir;;no_candidate;;0;;;;
1240;Brise-monde d’obsidienne;Retiré;bfa;8.2.5;;no_candidate;;0;;;;
1242;Défense-de-Fer de seigneur des bêtes;Vendeur;bfa;8.1.5;;no_candidate;;0;;;;
1243;Loup de guerre de seigneur des bêtes;Vendeur;bfa;8.1.5;;no_candidate;;0;;;;
1245;Destrier robe-sanglante;Haut-fait;bfa;8.1.5;;no_candidate;;0;;;;
1246;Griffe-de-givre cuirassé;Haut-fait;bfa;8.1.5;;no_candidate;;0;;;;
1247;Mécacycle modèle W;à définir;à définir;à définir;;no_candidate;;0;;;;
1248;Dériveur de la Décharge;à définir;à définir;à définir;;no_candidate;;0;;;;
1249;Petit de Torcali;Quête;bfa;8.2;;no_candidate;;0;;;;
1250;Mollie;à définir;à définir;à définir;;no_candidate;;0;;;;
1252;Garde-paix de Mécagone;Butin;bfa;8.2;;no_candidate;;0;;;;
1253;Mécaraignée forgeferraille;Quête;bfa;8.2;;no_candidate;;0;;;;
1254;Assemblage de Mécarouille;Réputation;bfa;8.2;;no_candidate;;0;;;;
1255;Mordragon des fonds coralliens;Quête;bfa;8.2;;no_candidate;;0;;;;
1256;Mordragon de varech;Quête;bfa;8.2;;no_candidate;;0;;;;
1257;Onduleuse silencieuse;Butin;bfa;8.2;;no_candidate;;0;;;;
1258;Fabulicieux;Secret;bfa;8.2;;no_candidate;;0;;;;
1259;Étalon des marées argenté;Vendeur;dragonflight;10.2.6;;no_candidate;;0;;;;
1260;Étalon des marées cramoisi;Vendeur;bfa;8.2;;no_candidate;;0;;;;
1262;Traqueur obscur des profondeurs;Vendeur;bfa;8.2;;no_candidate;;0;;;;
1265;Aile-du-Vide non corrompue;Retiré;bfa;8.3;;no_candidate;;0;;;;
1266;Serre-tempête d’albâtre;Comptoir;bfa;8.2;;no_candidate;;0;;;;
1267;Aile-tonnerre d’albâtre;Comptoir;bfa;8.2;;no_candidate;;0;;;;
1269;Raie pélagique spectrale rapide;à définir;à définir;à définir;;no_candidate;;0;;;;
1270;Magnétonef spectrale rapide;à définir;à définir;à définir;;no_candidate;;0;;;;
1271;Griffon spectral rapide cuirassé;à définir;à définir;à définir;;no_candidate;;0;;;;
1272;Pterreurdactyle spectral rapide;à définir;à définir;à définir;;no_candidate;;0;;;;
1277;Reine de l’essaim dos-de-miel;à définir;à définir;à définir;;no_candidate;;0;;;;
1282;Serpent noir de N’Zoth;Haut-fait;bfa;8.3;;no_candidate;;0;;;;
1283;Mécanotrotteur de Mécagone;Haut-fait;bfa;8.3;;no_candidate;;0;;;;
1285;Grogneur loup-de-givre;Anniversaire de WoW;bfa;8.2.5;;no_candidate;;0;;;;
1286;Hyène de caravane;Haut-fait;bfa;8.3;;no_candidate;;0;;;;
1287;Gyrocoptère de safari d’explorateur;Promotion Blizzard;bfa;8.2.5;;no_candidate;;0;;;;
1288;Marcheur des dunes d’explorateur;Promotion Blizzard;bfa;8.2.5;;no_candidate;;0;;;;
1289;Wyrm éternel ensorcelé;Boutique;bfa;8.3;;no_candidate;;0;;;;
1290;Couineur l’entourloupeur;Boutique;bfa;8.3;;no_candidate;;0;;;;
1291;Yun porte-bonheur;Boutique;shadowlands;9.0;;no_candidate;;0;;;;
1292;Bélier de combat foudrepique;Anniversaire de WoW;bfa;8.2.5;;no_candidate;;0;;;;
1293;Omnivoyant de Ny’alotha;Butin;bfa;8.3;;no_candidate;;0;;;;
1297;Couvée de Ha Li;Butin;bfa;8.3;;auto_assigned_unique_candidate;;1;wowhead-zone:5840;Azeroth > Pandarie > Val de l’Éternel printemps;wowhead-zone:5840;Azeroth > Pandarie > Val de l’Éternel printemps
1298;Gargon Brise-Espoir;Congrégation;shadowlands;9.0;;auto_assigned_unique_candidate;;1;wowhead-zone:10413;Ombreterre > Ombreterre > Revendreth;wowhead-zone:10413;Ombreterre > Ombreterre > Revendreth
1299;Gargon de bataille Vrednic;à définir;à définir;à définir;;no_candidate;;0;;;;
1302;Cerf runique lumerêve;Quête;shadowlands;9.0;;no_candidate;;0;;;;
1303;Cerf runique lumerêve enchanté;Quête;shadowlands;9.0;;no_candidate;;0;;;;
1304;Chasseur d’âmes antrelige;Butin;shadowlands;9.0;;no_candidate;;0;;;;
1305;Durécaille sombre-terrier;Congrégation;shadowlands;9.0;;no_candidate;;0;;;;
1306;Sabot-sinistre rapide;Secret;shadowlands;9.0;;auto_assigned_unique_candidate;;1;wowhead-zone:11510;Ombreterre > Ombreterre > Sylvarden;wowhead-zone:11510;Ombreterre > Ombreterre > Sylvarden
1307;Danse-Soleil;Butin;shadowlands;9.0;;no_candidate;;0;;;;
1309;Animacarus cliquetant;Congrégation;shadowlands;9.0;;no_candidate;;0;;;;
1310;Aile de l’effroi horrible;Congrégation;shadowlands;9.0;;auto_assigned_unique_candidate;;1;wowhead-zone:10413;Ombreterre > Ombreterre > Revendreth;wowhead-zone:10413;Ombreterre > Ombreterre > Revendreth
1311;Serpent-nuage ivoire;Butin;bfa;8.3;;auto_assigned_unique_candidate;;1;wowhead-zone:5840;Azeroth > Pandarie > Val de l’Éternel printemps;wowhead-zone:5840;Azeroth > Pandarie > Val de l’Éternel printemps
1312;Grrloc gargantuesque;Retiré;dragonflight;10.0;;no_candidate;;0;;;;
1313;Serpent de guerre rajani;Butin;bfa;8.3;;auto_assigned_unique_candidate;;1;wowhead-zone:5840;Azeroth > Pandarie > Val de l’Éternel printemps;wowhead-zone:5840;Azeroth > Pandarie > Val de l’Éternel printemps
1314;Drake des quatre vents;Butin;bfa;8.3;;auto_assigned_unique_candidate;;1;wowhead-zone:5034;Azeroth > Kalimdor > Uldum;wowhead-zone:5034;Azeroth > Kalimdor > Uldum
1315;Mâche-Courrier;Butin;bfa;8.3;;no_candidate;;0;;;;
